url,fighter_name,nickname,birth_date,age,death_date,location,country,height,weight,association,weight_class,wins,wins_ko,wins_submission,wins_decision,wins_other,lossess,losses_ko,losses_submission,losses_decision,losses_other
/fighter/Eric-Wisely-25320,Eric Wisely,Little Lee,25/07/1984,37,,"Clinton, Iowa",United States,"5'8""",155 lbs,Team Conquest,Lightweight,33,14,5,9,5,33,0,1,8,0
/fighter/Prak-Chansin-137313,Prak Chansin,,02/01/1989,32,,,Cambodia,"0'0""",143 lbs,MIT Police Boxing Gym,Featherweight,4,2,1,1,,4,2,1,2,
/fighter/Christian-Lee-212247,Christian Lee,The Warrior,21/06/1998,23,,"Vancouver, British Columbia",Canada,"5'10""",170 lbs,Evolve MMA,Welterweight,15,10,4,1,0,15,0,1,1,1
/fighter/Spencer-Hewitt-66357,Spencer Hewitt,The Hurt Locker,,,,"Rainham, Essex",England,"5'4""",125 lbs,MMA Terror Squad,Flyweight,12,1,10,1,,12,2,5,4,
/fighter/Art-Jimmerson-20,Art Jimmerson,,04/08/1963,58,,"St. Louis, Missouri",United States,"6'1""",196 lbs,,Light Heavyweight,0,0,0,0,,0,0,1,0,
/fighter/Aleksandar-Rakic-86829,Aleksandar Rakic,Rocket,06/02/1992,29,,Vienna,Austria,"6'5""",205 lbs,Gym 23,Light Heavyweight,14,9,1,4,,14,0,1,1,
/fighter/Donald-Sanchez-17386,Donald Sanchez,,18/08/1984,36,,"Albuquerque, New Mexico",United States,"5'10""",145 lbs,Jackson-Wink MMA,Featherweight,31,12,11,8,,31,2,7,11,
/fighter/Dominic-Jones-168023,Dominic Jones,Domnation,23/09/1993,27,,"Orange Park, Florida",United States,"5'5""",135 lbs,,Bantamweight,2,1,1,0,,2,1,2,0,
/fighter/Mitch-Chilson-64723,Mitch Chilson,The Dragon,28/02/1978,43,,,United States,"5'8""",145 lbs,Evolve MMA,Featherweight,4,2,2,0,,4,1,1,0,
/fighter/Vernon-White-296,Vernon White,Tiger,03/12/1971,49,,"Palo Alto, California",United States,"6'0""",205 lbs,Lion's Den,Light Heavyweight,26,10,8,7,1,26,7,14,14,0
/fighter/Andy-Wang-1331,Andy Wang,,28/05/1977,44,,"Los Angeles, California",United States,"5'6""",155 lbs,Grappling Unlimited,Lightweight,8,2,1,5,,8,2,0,7,
/fighter/Justin-McNally-84668,Justin McNally,The Kid,01/02/1991,30,,Ohio,United States,"5'9""",135 lbs,,Bantamweight,2,0,2,0,,2,1,1,0,
/fighter/Ariel-Beck-157211,Ariel Beck,Sunshine,16/09/1990,30,,"Helena, Montana",United States,"5'6""",125 lbs,,Flyweight,4,2,0,1,1,4,1,2,2,0
/fighter/Sean-Lally-44100,Sean Lally,The Unpredictable One,04/11/1990,30,,"Littleton, New Hampshire",United States,"0'0""",170 lbs,Juniko,Welterweight,8,6,1,1,,8,2,2,1,
/fighter/Saul-Elizondo-60934,Saul Elizondo,El Mero Mero,17/07/1985,36,,"Raleigh, Texas",United States,"5'7""",135 lbs,Jackson-Wink MMA,Bantamweight,6,0,4,2,,6,3,2,3,
/fighter/Shamar-Bailey-20744,Shamar Bailey,The Watchman,22/09/1982,38,,"Indianapolis, Indiana",United States,"5'8""",170 lbs,Sparta Indy,Welterweight,16,5,3,7,1,16,6,1,4,0
/fighter/Beneil-Dariush-56583,Beneil Dariush,,06/05/1989,32,,"Yorba Linda, California",United States,"5'10""",155 lbs,Kings MMA,Lightweight,21,5,8,8,,21,3,1,0,
/fighter/Said-Sowma-277889,Said Sowma,,14/01/1993,28,,,Suriname,"5'11""",235 lbs,American Top Team,Heavyweight,7,4,1,2,,7,1,0,1,
/fighter/Ibrahim-Mane-218737,Ibrahim Mane,Ibra Kumite,16/03/1989,32,,Paris,France,"6'2""",185 lbs,Kumite Dojo,Middleweight,8,4,2,2,,8,3,0,1,
/fighter/Brian-Foster-17723,Brian Foster,,04/04/1984,37,,"Sallisaw, Oklahoma",United States,"5'10""",155 lbs,Factory X,Lightweight,29,15,13,1,0,29,2,9,0,1
/fighter/Samuel-Quito-23931,Samuel Quito,,,,,"Buena Park, California",United States,"0'0""",170 lbs,All In MMA,Welterweight,12,1,7,4,0,12,3,0,1,1
/fighter/Jake-Underwood-78188,Jake Underwood,,10/05/1986,35,,Tennessee,United States,"5'10""",170 lbs,,Welterweight,3,0,3,0,,3,0,0,0,
/fighter/Adam-Ward-43120,Adam Ward,,28/02/1986,35,,"Chicago, Illinois",United States,"5'10""",145 lbs,Gilbert Grappling,Featherweight,18,4,6,7,1,18,4,3,6,0
/fighter/Viktoria-Makarova-133157,Viktoria Makarova,,05/04/1984,37,,"Brooklyn, New York",United States,"5'6""",113 lbs,,Strawweight,1,1,0,0,,1,0,0,0,
/fighter/Ailton-Barbosa-23932,Ailton Barbosa,,09/09/1976,44,,"Miami, Florida",United States,"6'1""",179 lbs,American Top Team,Middleweight,13,1,10,2,,13,1,0,4,
/fighter/Lipeng-Zhang-50416,Lipeng Zhang,The Warrior,10/03/1990,31,,"Hohhot, Inner Mongolia",China,"5'11""",170 lbs,Phuket Top Team,Welterweight,30,9,13,7,1,30,1,5,5,0
/fighter/Din-Thomas-1301,Din Thomas,Dinyero,28/09/1976,44,,"Orlando, Florida",United States,"5'9""",143 lbs,American Top Team,Featherweight,26,7,15,4,,26,2,2,5,
/fighter/Shuai-Wang-320001,Shuai Wang,,,,,,China,"0'0""",125 lbs,,Flyweight,2,0,1,1,,2,1,0,1,
/fighter/Johnny-Rhodes-27,Johnny Rhodes,,,,,"Las Vegas, Nevada",United States,"6'0""",210 lbs,,Heavyweight,2,1,1,0,,2,0,1,0,
/fighter/Jeremy-Miado-238183,Jeremy Miado,The Jaguar,,,,Manila,Philippines,"5'8""",115 lbs,Balby Team,Strawweight,9,4,1,4,,9,2,0,2,
/fighter/Robert-Lucarelli-32,Robert Lucarelli,,,,,"Schenectady, New York",United States,"6'2""",245 lbs,,Heavyweight,0,0,0,0,,0,1,0,0,
/fighter/Itay-Lipszyc-352627,Itay Lipszyc,,,,,,Israel,"5'8""",125 lbs,,Flyweight,1,0,1,0,,1,0,0,0,
/fighter/Chris-Cope-25784,Chris Cope,C-Murder,05/03/1983,38,,"San Diego, California",United States,"6'0""",170 lbs,The Arena,Welterweight,8,4,1,3,,8,3,1,0,
/fighter/George-Hickman-50655,George Hickman,,21/11/1985,35,,"Wrightsville Beach, North Carolina",United States,"5'9""",145 lbs,Tiger Muay Thai,Featherweight,9,2,2,5,,9,1,1,1,
/fighter/Pat-Bennett-58749,Pat Bennett,,,,,"Ithaca, New York",United States,"6'2""",240 lbs,Team Bombsquad,Heavyweight,4,2,0,2,,4,2,0,1,
/fighter/Rafaello-Oliveira-37260,Rafaello Oliveira,Tractor,26/01/1982,39,,"Whippany, New Jersey",United States,"5'8""",155 lbs,AMA Fight Club,Lightweight,17,4,5,6,2,17,4,2,2,0
/fighter/Akonne-Wanliss-195067,Akonne Wanliss,The Jedi,,,,"Wolverhampton, West Midlands",England,"6'1""",145 lbs,Dark Circle Martial Arts,Featherweight,4,2,2,0,,4,0,0,2,
/fighter/Vaughn-Donayre-76924,Vaughn Donayre,The Spawn,,,,"Cebu, Central Visayas",Philippines,"5'10""",155 lbs,DEFTAC Cebu,Lightweight,8,3,3,2,,8,1,4,3,
/fighter/Hikaru-Yoshino-192869,Hikaru Yoshino,The Painter,,,,,Japan,"0'0""",135 lbs,Freelance,Bantamweight,10,1,2,7,,10,0,1,1,
/fighter/Luiz-Azeredo-1336,Luiz Azeredo,The Joker,10/06/1976,45,,,Brazil,"5'10""",159 lbs,Chute Boxe,Welterweight,15,8,1,6,,15,3,1,6,
/fighter/Blake-Pool-146457,Blake Pool,The Bull,28/01/1991,30,,"Kansas City, Missouri",United States,"5'7""",153 lbs,,Lightweight,0,0,0,0,,0,1,0,1,
/fighter/Ururahy-Rodrigues-43724,Ururahy Rodrigues,The Show,11/02/1978,43,,"Atlanta, Georgia",United States,"5'10""",170 lbs,Unit 2 Fitness,Welterweight,7,1,3,3,0,7,2,1,3,1
/fighter/Rick-Reeves-16557,Rick Reeves,The Holy Terror,24/06/1983,38,,"Reno, Nevada",United States,"6'0""",170 lbs,FIT Reno,Welterweight,11,0,9,2,,11,2,1,1,
/fighter/Jorge-Masvidal-7688,Jorge Masvidal,Gamebred,12/11/1984,36,,"Miami, Florida",United States,"5'11""",170 lbs,American Top Team,Welterweight,35,16,2,17,,35,2,2,11,
/fighter/Olivia-Parker-327973,Olivia Parker,Phoenix,26/01/1982,39,,"Knoxville, Tennessee",United States,"5'10""",146 lbs,Knoxville Martial Arts Academy,Featherweight,4,1,2,1,,4,0,2,0,
/fighter/Gustavo-Falciroli-23776,Gustavo Falciroli,,13/12/1982,38,,"Paulinia, Sao Paulo",Brazil,"5'8""",135 lbs,Mach 1,Bantamweight,17,3,10,4,,17,1,0,5,
/fighter/Matt-Nice-64713,Matt Nice,,,,,"Philadelphia, Pennsylvania",United States,"5'10""",155 lbs,Daddis Fight Camps,Lightweight,3,2,1,0,,3,0,3,0,
/fighter/JT-Donaldson-136337,J.T. Donaldson,Grandma's Boy,09/07/1992,29,,"Livermore, California",United States,"5'8""",145 lbs,Guerrilla Jiu-Jitsu,Featherweight,3,0,0,3,,3,2,2,1,
/fighter/Douglas-Silva-de-Andrade-87981,Douglas Silva de Andrade,D'Silva,22/06/1985,36,,"Castanhal, Para",Brazil,"5'6""",145 lbs,Corinthians MMA,Featherweight,26,19,1,6,,26,1,1,2,
/fighter/Mark-Weir-3599,Mark Weir,The Wizard,19/09/1967,53,,"Gloucester, Gloucestershire",England,"6'2""",185 lbs,Range,Middleweight,21,11,9,1,,21,11,6,1,
/fighter/George-Hardwick-155397,George Hardwick,,,,,"Middlesbrough, North Yorkshire",England,"0'0""",154 lbs,Middlesbrough Fight Academy,Lightweight,7,1,2,4,,7,0,0,1,
/fighter/Felipe-Arantes-31372,Felipe Arantes,Sertanejo,09/02/1988,33,,"Sao Paulo, Sao Paulo",Brazil,"5'8""",145 lbs,Chute Boxe Diego Lima,Featherweight,18,7,6,5,,18,1,2,7,
/fighter/Mark-Holata-23255,Mark Holata,The Machine,25/08/1982,38,,"Claremore, Oklahoma",United States,"6'2""",249 lbs,American Top Team OKC,Heavyweight,12,4,4,4,,12,4,1,0,
/fighter/Li-Gen-183219,Li  Gen,Machine,15/11/1987,33,,Beijing,China,"0'0""",135 lbs,Big King,Bantamweight,0,0,0,0,,0,1,0,0,
/fighter/Rob-Horton-128695,Rob Horton,,18/08/1977,43,,"Tampa, Florida",United States,"6'3""",245 lbs,,Heavyweight,3,2,0,1,,3,2,0,0,
/fighter/Yosmany-Cabezas-20975,Yosmany Cabezas,The Spartan,27/12/1983,37,,"Tampa, Florida",United States,"6'0""",192 lbs,Spartan Gym,Light Heavyweight,12,5,5,2,,12,1,0,1,
/fighter/Zak-Ottow-100359,Zak Ottow,The Barbarian,22/12/1986,34,,"Milwaukee, Wisconsin",United States,"5'11""",170 lbs,Pura Vida BJJ,Welterweight,18,3,11,4,,18,4,1,2,
/fighter/Vyacheslav-Vasilevsky-33172,Vyacheslav Vasilevsky,The Crushin' Russian,16/06/1988,33,,"Zelenogorsk, Krasnoyarsk Krai",Russia,"5'10""",185 lbs,Fightspirit Team,Middleweight,35,14,10,11,,35,4,2,3,
/fighter/Dante-Schiro-229509,Dante Schiro,,,,,"Madison, Wisconsin",United States,"0'0""",185 lbs,Chosen Few Gym,Middleweight,8,4,3,1,,8,0,0,2,
/fighter/Waqar-Umar-99773,Waqar Umar,,05/07/1990,31,,"Lahore, Punjab",Pakistan,"5'9""",145 lbs,PAK MMA,Featherweight,5,0,5,0,,5,3,0,1,
/fighter/Don-Shainis-59975,Don Shainis,Shameless,,,,"Stoughton, Massachusetts",United States,"0'0""",149 lbs,Victory Combat Sports,Lightweight,7,4,2,1,,7,1,0,1,
/fighter/Petr-Yan-186873,Petr Yan,No Mercy,11/02/1993,28,,"Yekaterinburg, Omsk",Russia,"5'7""",135 lbs,Archangel Michael Club,Bantamweight,15,7,1,7,0,15,0,0,1,1
/fighter/Tyree-Fortune-122513,Tyree Fortune,X-Man,04/07/1990,31,,"Portland, Oregon",United States,"6'2""",205 lbs,Gracie Barra Portland,Light Heavyweight,5,2,0,3,,5,0,1,0,
/fighter/Shi-Ga-A-Xi-352677,Shi Ga A Xi,,,,,,China,"5'6""",125 lbs,Chongqing Monster MMA Fight Club,Flyweight,0,0,0,0,,0,0,1,0,
/fighter/Chris-Condo-287,Chris Condo,,,,,,,"0'0""",0 lbs,,,0,0,0,0,,0,1,0,0,
/fighter/Rafael-Silva-17112,Rafael Silva,Morcego,20/03/1985,36,,"Lages, Santa Catarina",Brazil,"5'7""",135 lbs,Astra Fight Team,Bantamweight,31,8,15,8,,31,2,1,4,
/fighter/Sarah-Payant-148043,Sarah Payant,Soulja,,,,"West Springfield, Massachusetts",United States,"5'4""",125 lbs,Gabriel Gladiator Training Center,Flyweight,3,1,2,0,,3,1,2,1,
/fighter/Nordine-Taleb-26261,Nordine Taleb,,10/06/1981,40,,"Montreal, Quebec",Canada,"6'1""",170 lbs,Tristar Gym,Welterweight,15,7,0,8,,15,3,2,2,
/fighter/Kinny-Spotwood-80943,Kinny Spotwood,,,,,"Tulsa, Oklahoma",United States,"6'0""",226 lbs,,Heavyweight,3,1,0,2,,3,0,2,2,
/fighter/Montana-De-La-Rosa-175479,Montana De La Rosa,,14/02/1995,26,,"Helena, Montana",United States,"5'7""",125 lbs,Elevation Fight Team,Flyweight,12,1,8,3,,12,1,1,4,
/fighter/Tafon-Nchukwi-282049,Tafon Nchukwi,Cameroon Express,14/10/1994,26,,Bamenda,Cameroon,"6'0""",185 lbs,Team Lloyd Irvin,Middleweight,5,4,0,1,,5,0,0,1,
/fighter/Issei-Tamura-34371,Issei Tamura,,12/03/1984,37,,"Shinagawa, Tokyo",Japan,"5'5""",145 lbs,IJC,Featherweight,13,5,0,8,,13,4,5,3,
/fighter/Alan-Jouban-65878,Alan Jouban,Brahma,25/11/1982,38,,"Lafayette, Louisiana",United States,"6'0""",170 lbs,Black House,Welterweight,17,11,0,6,,17,3,1,3,
/fighter/Poppies-Martinez-7160,Poppies Martinez,The Tachi Kid,19/08/1983,37,,"Lemoore, California",United States,"5'9""",145 lbs,Thrive MMA,Featherweight,29,9,17,3,,29,4,7,0,
/fighter/Shanon-Slack-62564,Shanon Slack,The Heartbreak Kid,23/04/1983,38,,"Richmond, Virginia",United States,"5'7""",145 lbs,Reign MMA,Featherweight,6,2,1,3,,6,0,0,1,
/fighter/Adrian-Najera-173747,Adrian Najera,,09/05/1991,30,,"San Diego, California",United States,"0'0""",125 lbs,San Diego Combat Academy,Flyweight,2,1,1,0,,2,0,0,1,
/fighter/Favian-Gutierrez-157675,Favian Gutierrez,,05/01/1985,36,,"San Jose, California",United States,"6'0""",208 lbs,Independent,Heavyweight,2,0,1,0,1,2,0,1,2,0
/fighter/Kent-Kauppinen-63357,Kent Kauppinen,,12/12/1991,29,,"Chippenham, Wiltshire",England,"6'0""",185 lbs,Spartans Gym Chippenham,Middleweight,13,9,3,1,,13,1,2,3,
/fighter/Anthony-Ruiz-6901,Anthony    Ruiz,A-Train,03/11/1977,43,,"Coarsegold, California",United States,"6'2""",185 lbs,Dethrone Base Camp,Middleweight,34,17,6,11,,34,3,14,8,
/fighter/Alex-Reid-5415,Alex Reid,The Reidernater,21/08/1975,45,,London,England,"6'0""",185 lbs,London Shootfighters,Middleweight,10,3,5,2,,10,3,1,6,
/fighter/Steve-Cantwell-12785,Steve Cantwell,The Robot,08/12/1986,34,,"Pahrump, Nevada",United States,"6'2""",185 lbs,One Kick's Gym,Middleweight,7,3,4,0,,7,1,0,5,
/fighter/Davion-Franklin-349017,Davion Franklin,All Day,21/06/1994,27,,Oklahoma,United States,"6'2""",265 lbs,Jackson-Wink MMA,Heavyweight,3,2,0,1,,3,0,0,0,
/fighter/Derrick-Noble-4556,Derrick Noble,The Eraser,14/08/1978,42,,"Cuba, Illinois",United States,"5'9""",169 lbs,Minnesota Martial Arts Academy,Welterweight,27,9,12,6,,27,5,6,4,
/fighter/Scott-Ettling-195597,Scott Ettling,,17/07/1992,29,,"Hillsboro, Illinois",United States,"5'9""",145 lbs,,Featherweight,5,0,5,0,,5,1,1,1,
/fighter/Zarah-Fairn-dos-Santos-142861,Zarah Fairn dos Santos,Infinite,10/12/1986,34,,,France,"5'10""",145 lbs,10eme Round,Featherweight,6,4,0,2,,6,1,1,2,
/fighter/Chris-Cariaso-16467,Chris Cariaso,Kamikaze,27/05/1981,40,,"San Francisco, California",United States,"5'3""",125 lbs,Fight and Fitness,Flyweight,17,3,2,12,,17,1,3,4,
/fighter/Rige-Hu-186565,Rige Hu,,08/01/1994,27,,,China,"5'9""",125 lbs,China Top Team,Flyweight,3,1,1,1,,3,1,1,1,
/fighter/Kevin-Zalac-37937,Kevin Zalac,,02/10/1982,38,,"Youngstown, Ohio",United States,"5'10""",184 lbs,Next Level Jiu-Jitsu,Middleweight,4,1,2,1,,4,0,2,0,
/fighter/Ryan-McGivern-11537,Ryan McGivern,,17/01/1980,41,,"Bettendorf, Iowa",United States,"6'0""",185 lbs,Miletich Martial Arts,Middleweight,13,4,3,6,,13,1,6,0,
/fighter/Marcos-da-Matta-21877,Marcos da Matta,Parrumpa,18/03/1973,48,,"Coconut Creek, Florida",United States,"5'4""",145 lbs,American Top Team,Featherweight,12,2,8,2,,12,2,1,0,
/fighter/Joe-Wilk-7508,Joe Wilk,The Nose,12/04/1982,39,,"Manhattan, Kansas",United States,"5'9""",146 lbs,Combative Sports Center,Featherweight,19,2,16,1,,19,8,5,0,
/fighter/Ross-Houston-82792,Ross Houston,The Hitman,04/04/1987,34,,Inverness,Scotland,"6'2""",170 lbs,SBG Inverness,Welterweight,8,0,3,5,,8,0,0,1,
/fighter/Kalinn-Williams-198129,Kalinn Williams,Khaos the Ox Fighter,30/03/1994,27,,"Lansing, Michigan",United States,"6'0""",170 lbs,Murcielago MMA,Welterweight,12,6,1,5,,12,0,0,2,
/fighter/Mario-Miranda-23852,Mario Miranda,Super Mario,21/09/1978,42,,Rio de Janeiro,Brazil,"6'3""",185 lbs,Black House,Middleweight,14,6,5,3,,14,2,0,5,
/fighter/Chris-Holdsworth-51225,Chris Holdsworth,Holds It Down,24/10/1987,33,,"Las Vegas, Nevada",United States,"5'11""",135 lbs,Team Alpha Male,Bantamweight,6,0,5,1,,6,0,0,0,
/fighter/Yuri-Villefort-47069,Yuri Villefort,,23/03/1991,30,,"Brasilia, Distrito Federal",Brazil,"6'0""",170 lbs,Blackzilians,Welterweight,12,5,4,3,,12,1,2,5,
/fighter/Anthony-Christodoulou-53712,Anthony Christodoulou,,30/07/1987,34,,"Glyfada, Attica",Greece,"5'9""",155 lbs,Renzo Gracie Fight Academy,Lightweight,13,4,5,4,,13,2,3,2,
/fighter/Sung-Bin-Jo-188737,Sung Bin Jo,Korean Falcon,17/07/1992,29,,Seoul,South Korea,"5'11""",145 lbs,Team Stun Gun,Featherweight,9,5,4,0,,9,0,0,2,
/fighter/Fabian-Edwards-200595,Fabian Edwards,The Assassin,24/03/1993,28,,"Birmingham, West Midlands",England,"6'1""",185 lbs,Team Renagade,Middleweight,9,3,3,3,,9,0,0,2,
/fighter/Toby-Misech-48318,Toby Misech,2 Quick,07/03/1988,33,,"Ewa Beach, Hawaii",United States,"5'8""",135 lbs,Jesus Is Lord,Bantamweight,11,8,0,3,,11,1,3,3,
/fighter/Anistavio-Medeiros-de-Figueiredo-21962,Anistavio Medeiros de Figueiredo,Gasparzinho,01/05/1988,33,,"Natal, Rio Grande do Norte",Brazil,"5'7""",145 lbs,Independent,Featherweight,19,3,16,0,,19,4,5,1,
/fighter/Alan-Patrick-31096,Alan Patrick,Nuguette,09/07/1983,38,,"Manaus, Amazonas",Brazil,"5'11""",155 lbs,Fusion X-Cel,Lightweight,15,4,2,9,,15,2,0,1,
/fighter/Katy-Collins-108649,Katy Collins,Red Dragon,04/09/1987,,25/09/2019,"Marked Tree, Arkansas",United States,"5'3""",125 lbs,Branson Fight Club,Flyweight,7,4,2,1,,7,0,2,3,
/fighter/Cody-Garbrandt-50381,Cody Garbrandt,No Love,07/07/1991,30,,"Uhrichsville, Ohio",United States,"5'7""",135 lbs,Team Alpha Male,Bantamweight,12,10,0,2,,12,3,0,1,
/fighter/Jeff-Huang-108755,Jeff Huang,,,,,Taipei,Taiwan,"6'0""",169 lbs,AKA Thailand,Welterweight,6,4,2,0,,6,2,2,0,
/fighter/Jianhong-Wang-349247,Jianhong Wang,,,,,,China,"5'6""",125 lbs,TOP-1 Fighting Club,Flyweight,3,0,1,2,,3,0,0,1,
/fighter/Mark-Eddiva-75370,Mark Eddiva,,16/02/1986,35,,,Philippines,"5'8""",145 lbs,Lakay MMA,Featherweight,6,3,2,1,,6,1,1,1,
/fighter/Ronnie-Rogers-42196,Ronnie Rogers,Bam Bam,31/12/1984,36,,"Anderson, South Carolina",United States,"5'8""",145 lbs,Finney's HIT Squad,Featherweight,20,4,9,7,,20,0,7,6,
/fighter/Brandon-Michael-Davis-67782,Brandon Michael Davis,Killer B,08/05/1990,31,,"Starkville, Mississippi",United States,"5'10""",145 lbs,Alan Belcher MMA Club,Featherweight,13,3,4,6,,13,0,2,6,
/fighter/David-Harris-45879,David Harris,Bo,08/10/1981,39,,"Mount Clemens, Michigan",United States,"5'5""",135 lbs,Michigan Top Team,Bantamweight,7,2,2,3,,7,2,5,3,
/fighter/Matt-Horwich-8654,Matt Horwich,Suave,10/02/1978,43,,"Hollywood, California",United States,"5'11""",186 lbs,Legends MMA,Middleweight,30,6,21,3,,30,2,4,19,
/fighter/Patrick-Holohan-63616,Patrick Holohan,The Hooligan,03/05/1988,33,,Dublin,Ireland,"5'9""",125 lbs,SBG Ireland,Flyweight,12,1,8,3,,12,0,1,1,
/fighter/Roscoe-Jackson-43658,Roscoe Jackson,,,,,"Yuma, Arizona",United States,"5'11""",158 lbs,,Welterweight,1,0,1,0,,1,4,1,0,
/fighter/Larissa-Pacheco-144115,Larissa Pacheco,,07/09/1994,26,,"Belem, Para",Brazil,"5'8""",145 lbs,Tata Fight Team,Featherweight,15,6,8,1,,15,1,1,2,
/fighter/Derek-Arcement-23013,Derek Arcement,,,,,"Carriere, Louisiana",United States,"5'10""",145 lbs,Gold Dragon MMA,Featherweight,3,0,2,1,,3,1,1,2,
/fighter/Shad-Lierley-20834,Shad Lierley,,,,,"Seattle, Washington",United States,"5'7""",144 lbs,Freelance,Featherweight,5,1,2,2,,5,1,1,1,
/fighter/Chris-Dempsey-79277,Chris Dempsey,,08/09/1987,33,,"Johnstown, Pennsylvania",United States,"5'10""",185 lbs,Cold Steel MMA,Middleweight,11,2,3,6,,11,5,1,0,
/fighter/Carlos-Alexandre-Pereira-5990,Carlos Alexandre Pereira,Indio,04/04/1979,42,,"Natal, Rio Grande do Norte",Brazil,"6'0""",170 lbs,Dragon Fight,Welterweight,34,20,9,5,,34,5,4,3,
/fighter/Chris-Barnett-45664,Chris Barnett,Huggy Bear / Beastboy,14/06/1986,35,,"Tampa, Florida",United States,"5'9""",263 lbs,XFC,Heavyweight,21,16,0,5,,21,3,1,3,
/fighter/Marc-Charles-Grayson-298563,Marc Charles Grayson,The Gyrocopter,29/09/1988,32,,"Maitland, New South Wales",Australia,"0'0""",185 lbs,Gyro Jiu Jitsu,Middleweight,2,0,2,0,,2,0,0,0,
/fighter/Rodolfo-Rubio-31897,Rodolfo Rubio,Fito,29/01/1987,34,,"Mexico City, Federal District",Mexico,"5'5""",145 lbs,Entram Gym,Featherweight,17,4,12,1,,17,4,1,6,
/fighter/Shawn-Teed-175575,Shawn Teed,The Norwegian Nightmare,13/02/1992,29,,"Willingboro, New Jersey",United States,"6'5""",248 lbs,Ricardo Almeida Jiu-Jitsu,Heavyweight,6,2,4,0,,6,3,0,0,
/fighter/AJ-Williams-128627,A.J. Williams,Black Dynamite,11/07/1986,35,,"Las Vegas, Nevada",United States,"6'0""",155 lbs,Syndicate MMA,Lightweight,1,1,0,0,,1,1,0,1,
/fighter/Antonio-Rodrigo-Nogueira-1440,Antonio Rodrigo Nogueira,Minotauro,02/06/1976,45,,"Vitoria da Conquista, Bahia",Brazil,"6'3""",240 lbs,Team Nogueira,Heavyweight,34,3,21,10,,34,3,2,5,
/fighter/Danny-Kingad-191627,Danny Kingad,The King,28/09/1995,25,,"La Trinidad, Benguet",Philippines,"5'5""",135 lbs,Team Lakay,Bantamweight,14,1,2,11,,14,0,1,1,
/fighter/Daniel-Madrid-14953,Daniel Madrid,Demigod,24/04/1984,37,,"Phoenix, Arizona",United States,"6'3""",185 lbs,Grace Fighting Systems,Middleweight,18,1,15,1,1,18,4,2,1,0
/fighter/Jamil-Ibragimov-189127,Jamil Ibragimov,,,,,Siegen,Germany,"0'0""",185 lbs,,Middleweight,2,2,0,0,,2,0,0,1,
/fighter/Florian-Garel-84855,Florian Garel,,,,,,France,"5'7""",145 lbs,Taiwan Top Team,Featherweight,2,0,1,1,,2,1,4,0,
/fighter/Josema-Jose-da-Paz-107547,Josema Jose da Paz,Jorge Kanella,15/01/1987,34,,"Nazare da Mata, Pernambuco",Brazil,"5'9""",145 lbs,Noguchi Team,Featherweight,8,4,3,1,,8,1,4,3,
/fighter/Jesse-Erickson-90439,Jesse Erickson,The Viking,,,,"Auburn, Maine",United States,"5'11""",155 lbs,Central Maine BJJ,Lightweight,11,3,8,0,,11,6,2,0,
/fighter/Wu-Ting-Shen-214719,Wu  Ting Shen,,08/05/1995,26,,,China,"5'6""",145 lbs,Shanghai Wrestling Club,Featherweight,0,0,0,0,,0,0,1,0,
/fighter/Jake-Smith-62964,Jake Smith,The Half-Black Attack,,,,"Anaheim, California",United States,"5'9""",170 lbs,American Top Team Portland,Welterweight,7,5,0,2,,7,1,2,1,
/fighter/Chris-Indich-42419,Chris Indich,,22/04/1987,34,,"Perth, Western Australia",Australia,"5'10""",170 lbs,The Arena MMA,Welterweight,6,3,2,0,1,6,2,0,2,0
/fighter/Mike-Bannon-68932,Mike Bannon,The Irish Cannon,21/12/1982,38,,"Milford, Pennsylvania",United States,"5'9""",155 lbs,Tri-State MMA,Lightweight,5,0,5,0,,5,1,0,1,
/fighter/Paul-Redmond-56615,Paul Redmond,Redser,20/10/1986,34,,"Dublin, Leinster",Ireland,"5'10""",155 lbs,Team Ryano MMA,Lightweight,15,5,5,5,,15,3,4,2,
/fighter/Tom-Duquesnoy-92239,Tom Duquesnoy,Fire Kid,21/06/1993,28,,Paris,France,"5'7""",135 lbs,Jackson-Wink MMA,Bantamweight,16,8,4,4,,16,0,1,1,
/fighter/James-McErlean-126885,James McErlean,,,,,"Bellaghy, Londonderry",Ireland,"0'0""",135 lbs,Young Spartans Fight Club,Bantamweight,7,0,5,2,,7,0,0,5,
/fighter/Brandon-Royval-83851,Brandon Royval,Raw Dawg,16/08/1992,28,,"Englewood, Colorado",United States,"5'7""",125 lbs,Factory X,Flyweight,12,3,8,1,,12,1,0,4,
/fighter/Josh-Grispi-20416,Josh Grispi,The Fluke,14/10/1988,32,,"Rockland, Massachusetts",United States,"5'11""",146 lbs,South Shore Sport Fighting,Featherweight,14,6,7,1,,14,1,2,2,
/fighter/Te-Edwards-156303,Te Edwards,T,11/09/1990,30,,"Phoenix, Arizona",United States,"5'8""",155 lbs,MMA Lab,Lightweight,6,6,0,0,,6,1,0,2,
/fighter/Andy-Manzolo-57387,Andy Manzolo,Predator,09/08/1984,37,,,Estonia,"5'11""",185 lbs,Phoenix MMA,Middleweight,23,4,16,3,,23,4,3,2,
