date,result,fighter,opponent,division,stance,dob,method,total_comp_time,round,time,reach,height,age,knockdowns_x,sub_attempts_x,reversals,control_x,takedowns_attempts,total_strikes_attempts_x,sub_attempts_per_min,takedowns_attempts_per_min,sig_strikes_attempts_per_min,avg_knockdowns,avg_sub_attempts,avg_reversals,avg_control,avg_takedowns_attempts,avg_sig_strikes_landed,avg_sig_strikes_attempts,avg_total_strikes_attempts,gender,year,fighter_type,total_cumulative_wins,elo_rating,elo_win_probability
2015-12-19,0,Donald Cerrone,Rafael Dos Anjos,Lightweight,Orthodox,1983-03-29,KO/TKO,66,1,1:06,73.0,73.0,39.0,0,0,0,0,1,7,0.0,0.9090909090909092,6.363636363636363,0.4210526315789473,0.3684210526315789,0.1052631578947368,67.21052631578948,1.736842105263158,43.36842105263158,88.57894736842105,96.52631578947368,Male,2015,Volume_Striker,15,1510.8177642658084,0.41313272237545784
2016-02-21,1,Donald Cerrone,Alex Oliveira,Lightweight,Orthodox,1983-03-29,SUB,153,1,2:33,73.0,73.0,39.0,0,1,0,33,2,10,0.3921568627450981,0.7843137254901962,2.3529411764705883,0.4,0.4,0.1,65.5,1.75,41.4,84.45,92.2,Male,2016,Volume_Striker,16,1510.8177642658084,0.5507753130956612
2016-06-18,1,Donald Cerrone,Patrick Cote,Lightweight,Orthodox,1983-03-29,KO/TKO,755,3,2:35,73.0,73.0,39.0,3,1,0,283,3,140,0.0794701986754966,0.23841059602649,9.456953642384104,0.5238095238095238,0.4285714285714285,0.0952380952380952,75.85714285714286,1.809523809523809,42.90476190476191,86.0952380952381,94.47619047619048,Male,2016,Volume_Striker,17,1510.8177642658084,0.49635545245941926
2016-08-20,1,Donald Cerrone,Rick Story,Lightweight,Orthodox,1983-03-29,KO/TKO,422,2,2:02,73.0,73.0,39.0,1,1,0,43,1,76,0.1421800947867298,0.1421800947867298,10.37914691943128,0.5454545454545454,0.4545454545454545,0.0909090909090909,74.36363636363636,1.7727272727272727,43.0,85.5,93.63636363636364,Male,2016,Volume_Striker,18,1510.8177642658084,0.44017244504314273
2016-12-10,1,Donald Cerrone,Matt Brown,Lightweight,Orthodox,1983-03-29,KO/TKO,634,3,0:34,73.0,73.0,39.0,2,0,0,35,3,148,0.0,0.2839116719242902,13.91167192429022,0.6086956521739131,0.4347826086956521,0.0869565217391304,72.65217391304348,1.826086956521739,43.869565217391305,88.17391304347827,96.0,Male,2016,Volume_Striker,19,1510.8177642658084,0.5030762290888328
2017-01-28,0,Donald Cerrone,Jorge Masvidal,Lightweight,Orthodox,1983-03-29,KO/TKO,360,2,1:00,73.0,73.0,39.0,0,0,0,0,1,65,0.0,0.1666666666666666,10.833333333333334,0.5833333333333334,0.4166666666666667,0.0833333333333333,69.625,1.7916666666666667,43.29166666666666,87.20833333333333,94.70833333333331,Male,2017,Volume_Striker,19,1510.8177642658084,0.48965145428163126
2017-07-29,0,Donald Cerrone,Robbie Lawler,Lightweight,Orthodox,1983-03-29,U-DEC,900,3,5:00,73.0,73.0,39.0,0,0,0,94,10,185,0.0,0.6666666666666666,11.066666666666666,0.56,0.4,0.08,70.6,2.12,44.84,90.36,98.32,Male,2017,Volume_Striker,19,1510.8177642658084,0.46206044126464624
2017-10-21,0,Donald Cerrone,Darren Till,Lightweight,Orthodox,1983-03-29,KO/TKO,260,1,4:20,73.0,73.0,39.0,0,0,0,29,2,24,0.0,0.4615384615384615,5.538461538461539,0.5384615384615384,0.3846153846153846,0.0769230769230769,69.0,2.1153846153846154,43.65384615384615,87.8076923076923,95.46153846153848,Male,2017,Volume_Striker,19,1510.8177642658084,0.4971450916933965
2018-02-18,1,Donald Cerrone,Yancy Medeiros,Lightweight,Orthodox,1983-03-29,KO/TKO,298,1,4:58,73.0,73.0,39.0,3,0,0,21,1,57,0.0,0.2013422818791946,11.476510067114091,0.6296296296296297,0.3703703703703703,0.074074074074074,67.22222222222223,2.074074074074074,43.07407407407408,86.66666666666667,94.03703703703704,Male,2018,Volume_Striker,20,1510.8177642658084,0.5607708087305594
2018-06-23,0,Donald Cerrone,Leon Edwards,Lightweight,Orthodox,1983-03-29,U-DEC,1500,5,5:00,73.0,73.0,39.0,0,0,0,163,9,136,0.0,0.36,5.24,0.6071428571428571,0.3571428571428571,0.0714285714285714,70.64285714285714,2.321428571428572,43.67857142857143,88.25,95.53571428571428,Male,2018,Volume_Striker,20,1510.8177642658084,0.36669419000416204
2018-11-10,1,Donald Cerrone,Mike Perry,Lightweight,Orthodox,1983-03-29,SUB,286,1,4:46,73.0,73.0,39.0,0,1,1,40,1,14,0.2097902097902098,0.2097902097902098,2.7272727272727275,0.5862068965517241,0.3793103448275862,0.1034482758620689,69.58620689655173,2.2758620689655173,42.48275862068966,85.65517241379311,92.72413793103448,Male,2018,Volume_Striker,21,1510.8177642658084,0.5406660582914885
2019-01-19,1,Donald Cerrone,Alexander Hernandez,Lightweight,Orthodox,1983-03-29,KO/TKO,523,2,3:43,73.0,73.0,39.0,1,0,0,29,1,163,0.0,0.1147227533460803,18.585086042065008,0.6,0.3666666666666666,0.1,68.23333333333333,2.2333333333333334,43.73333333333333,88.2,95.06666666666666,Male,2019,Volume_Striker,22,1510.8177642658084,0.48806511932935714
2019-05-04,1,Donald Cerrone,Al Iaquinta,Lightweight,Orthodox,1983-03-29,U-DEC,1500,5,5:00,73.0,73.0,39.0,2,0,0,22,0,363,0.0,0.0,14.44,0.6451612903225806,0.3548387096774194,0.0967741935483871,66.74193548387096,2.161290322580645,46.774193548387096,97.0,103.70967741935485,Male,2019,Volume_Striker,23,1510.8177642658084,0.47842579939918717
2019-06-08,0,Donald Cerrone,Tony Ferguson,Lightweight,Orthodox,1983-03-29,KO/TKO,600,2,5:00,73.0,73.0,39.0,0,0,0,7,1,185,0.0,0.1,18.5,0.625,0.34375,0.09375,64.875,2.125,47.4375,99.75,106.25,Male,2019,Volume_Striker,23,1510.8177642658084,0.392060727564656
2019-09-14,0,Donald Cerrone,Justin Gaethje,Lightweight,Orthodox,1983-03-29,KO/TKO,258,1,4:18,73.0,73.0,39.0,0,0,0,0,0,52,0.0,0.0,12.093023255813954,0.6060606060606061,0.3333333333333333,0.0909090909090909,62.90909090909091,2.060606060606061,46.51515151515152,98.3030303030303,104.6060606060606,Male,2019,Volume_Striker,23,1510.8177642658084,0.4485763636981702
2020-01-18,0,Donald Cerrone,Conor McGregor,Lightweight,Orthodox,1983-03-29,KO/TKO,40,1,0:40,73.0,73.0,39.0,0,0,0,0,0,1,0.0,0.0,1.5,0.5882352941176471,0.3235294117647059,0.088235294117647,61.05882352941177,2.0,45.14705882352941,95.44117647058825,101.55882352941175,Male,2020,Volume_Striker,23,1510.8177642658084,0.3960038819716156
2020-05-09,0,Donald Cerrone,Anthony Pettis,Lightweight,Orthodox,1983-03-29,U-DEC,900,3,5:00,73.0,73.0,39.0,0,0,0,106,8,148,0.0,0.5333333333333333,9.866666666666667,0.5714285714285714,0.3142857142857143,0.0857142857142857,62.34285714285714,2.171428571428572,45.62857142857143,96.94285714285714,102.88571428571429,Male,2020,Volume_Striker,23,1510.8177642658084,0.4707926088775406
2020-09-19,0,Donald Cerrone,Niko Price,Lightweight,Orthodox,1983-03-29,DRAW,900,3,5:00,73.0,73.0,39.0,0,0,0,50,5,230,0.0,0.3333333333333333,15.333333333333334,0.5555555555555556,0.3055555555555556,0.0833333333333333,62.0,2.25,47.5,100.63888888888889,106.41666666666669,Male,2020,Volume_Striker,23,1510.8177642658084,0.5063740587437091
2021-05-08,0,Donald Cerrone,Alex Morono,Lightweight,Orthodox,1983-03-29,KO/TKO,280,1,4:40,73.0,73.0,39.0,0,0,0,2,2,36,0.0,0.4285714285714285,7.499999999999999,0.5405405405405406,0.2972972972972973,0.081081081081081,60.37837837837838,2.2432432432432434,46.67567567567568,98.86486486486488,104.51351351351352,Male,2021,Volume_Striker,23,1510.8177642658084,0.4269728435418935
2011-02-05,0,Antonio Banuelos,Miguel Torres,Bantamweight,Orthodox,1979-09-23,U-DEC,900,3,5:00,63.0,65.0,42.0,0,0,0,1,0,135,0.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,10.0,135.0,135.0,Male,2011,Volume_Striker,0,1484.0,0.4732858774622202
2011-02-05,1,Miguel Torres,Antonio Banuelos,Bantamweight,Orthodox,1981-01-18,U-DEC,900,3,5:00,76.0,69.0,41.0,0,0,0,0,0,188,0.0,0.0,12.533333333333331,0.0,0.0,0.0,0.0,0.0,73.0,188.0,188.0,Male,2011,Volume_Striker,1,1502.5805669784133,0.5267141225377798
2011-05-28,0,Miguel Torres,Demetrious Johnson,Bantamweight,Orthodox,1981-01-18,U-DEC,900,3,5:00,76.0,69.0,41.0,0,3,2,273,1,115,0.2,0.0666666666666666,1.2666666666666666,0.0,1.5,1.0,136.5,0.5,41.5,103.5,151.5,Male,2011,Volume_Striker,1,1502.5805669784133,0.3181775087344036
2011-11-19,1,Miguel Torres,Nick Pace,Bantamweight,Orthodox,1981-01-18,U-DEC,900,3,5:00,76.0,69.0,41.0,0,0,0,203,1,212,0.0,0.0666666666666666,8.133333333333333,0.0,1.0,0.6666666666666666,158.66666666666666,0.6666666666666666,49.0,109.66666666666669,171.66666666666666,Male,2011,Volume_Striker,2,1502.5805669784133,0.5312770673561545
2012-04-21,0,Miguel Torres,Michael McDonald,Bantamweight,Orthodox,1981-01-18,KO/TKO,198,1,3:18,76.0,69.0,41.0,0,0,0,0,0,29,0.0,0.0,8.787878787878789,0.0,0.75,0.5,119.0,0.5,38.75,89.5,136.0,Male,2012,Volume_Striker,2,1502.5805669784133,0.45616533001301346
2011-02-26,0,Maciej Jewtuszko,Curt Warburton,Lightweight,Southpaw,1981-01-31,U-DEC,900,3,5:00,72.0,72.0,41.0,0,0,0,0,0,86,0.0,0.0,4.466666666666667,0.0,0.0,0.0,0.0,0.0,30.0,67.0,86.0,Male,2011,Controller_Wrestler,0,1483.2731567906176,0.49865763517752015
2011-02-26,1,Zhang Tiequan,Jason Reinhardt,Featherweight,Orthodox,1978-07-25,SUB,48,1,0:48,69.0,68.0,43.0,0,1,0,0,0,11,1.25,0.0,13.75,0.0,1.0,0.0,0.0,0.0,4.0,11.0,11.0,Male,2011,Submission_Specialist,1,1468.6791346683274,0.5206077808303711
2011-10-08,0,Zhang Tiequan,Darren Elkins,Featherweight,Orthodox,1978-07-25,U-DEC,900,3,5:00,69.0,68.0,43.0,0,3,0,45,0,18,0.2,0.0,1.2,0.0,2.0,0.0,22.5,0.0,3.0,14.5,14.5,Male,2011,Submission_Specialist,1,1468.6791346683274,0.3739848277904634
2012-02-25,0,Zhang Tiequan,Issei Tamura,Featherweight,Orthodox,1978-07-25,KO/TKO,332,2,0:32,69.0,68.0,43.0,0,1,0,1,0,19,0.180722891566265,0.0,3.433734939759036,0.0,1.6666666666666667,0.0,15.333333333333334,0.0,4.0,16.0,16.0,Male,2012,Submission_Specialist,1,1468.6791346683274,0.4718994964728472
2012-11-10,0,Zhang Tiequan,Jon Tuck,Featherweight,Orthodox,1978-07-25,U-DEC,900,3,5:00,69.0,68.0,43.0,0,0,0,76,2,102,0.0,0.1333333333333333,6.2,0.0,1.25,0.0,30.5,0.5,13.0,35.25,37.5,Male,2012,Submission_Specialist,1,1468.6791346683274,0.4851648104885078
2011-02-26,0,Tom Blackledge,Anthony Perosh,Light Heavyweight,Orthodox,1972-10-05,SUB,165,1,2:45,72.0,72.0,0.0,0,0,0,9,0,13,0.0,0.0,4.727272727272728,0.0,0.0,0.0,9.0,0.0,8.0,13.0,13.0,Male,2011,Controller_Wrestler,0,1482.8657305957715,0.5108455809348423
2011-02-26,0,Riki Fukuda,Nick Ring,Middleweight,Southpaw,1981-01-06,U-DEC,900,3,5:00,73.0,72.0,41.0,0,0,0,292,9,121,0.0,0.6,5.466666666666667,0.0,0.0,0.0,292.0,9.0,28.0,82.0,121.0,Male,2011,Volume_Striker,0,1486.413785128624,0.49148748732278763
2012-02-25,1,Riki Fukuda,Steve Cantwell,Middleweight,Southpaw,1981-01-06,U-DEC,900,3,5:00,73.0,72.0,41.0,0,0,0,216,6,310,0.0,0.4,16.133333333333333,0.0,0.0,0.0,254.0,7.5,76.0,162.0,215.5,Male,2012,Volume_Striker,1,1486.413785128624,0.5721813384279877
2012-07-07,0,Riki Fukuda,Constantinos Philippou,Middleweight,Southpaw,1981-01-06,U-DEC,900,3,5:00,73.0,72.0,41.0,0,0,0,116,8,114,0.0,0.5333333333333333,6.466666666666667,0.0,0.0,0.0,208.0,7.666666666666667,65.33333333333333,140.33333333333334,181.66666666666663,Male,2012,Volume_Striker,1,1486.413785128624,0.45449688915000847
2012-11-10,1,Riki Fukuda,Tom DeBlass,Middleweight,Southpaw,1981-01-06,U-DEC,900,3,5:00,73.0,72.0,41.0,0,0,0,418,5,325,0.0,0.3333333333333333,10.933333333333334,0.0,0.0,0.0,260.5,7.0,70.25,146.25,217.5,Male,2012,Volume_Striker,2,1486.413785128624,0.5267397984752948
2013-03-02,0,Riki Fukuda,Brad Tavares,Middleweight,Southpaw,1981-01-06,U-DEC,900,3,5:00,73.0,72.0,41.0,0,0,0,59,1,182,0.0,0.0666666666666666,11.466666666666669,0.0,0.0,0.0,220.2,5.8,70.0,151.4,210.4,Male,2013,Volume_Striker,2,1486.413785128624,0.3683352994094033
2011-02-26,1,Nick Ring,Riki Fukuda,Middleweight,Southpaw,1979-02-10,U-DEC,900,3,5:00,74.0,72.0,43.0,0,0,0,4,1,130,0.0,0.0666666666666666,8.333333333333334,0.0,0.0,0.0,4.0,1.0,41.0,125.0,130.0,Male,2011,Volume_Striker,1,1492.3294563807324,0.5085125126772123
2011-06-11,1,Nick Ring,James Head,Middleweight,Southpaw,1979-02-10,SUB,813,3,3:33,74.0,72.0,43.0,0,1,0,539,5,195,0.07380073800738,0.3690036900369003,7.232472324723247,0.0,0.5,0.0,271.5,3.0,49.5,111.5,162.5,Male,2011,Volume_Striker,2,1492.3294563807324,0.5121184969443968
2011-09-24,0,Nick Ring,Tim Boetsch,Middleweight,Southpaw,1979-02-10,U-DEC,900,3,5:00,74.0,72.0,43.0,0,0,0,188,2,94,0.0,0.1333333333333333,5.466666666666667,0.0,0.3333333333333333,0.0,243.66666666666663,2.6666666666666665,42.66666666666666,101.66666666666669,139.66666666666666,Male,2011,Volume_Striker,2,1492.3294563807324,0.5095211682471439
2012-07-21,1,Nick Ring,Court McGee,Middleweight,Southpaw,1979-02-10,U-DEC,900,3,5:00,74.0,72.0,43.0,0,0,0,26,7,143,0.0,0.4666666666666667,9.133333333333333,0.0,0.25,0.0,189.25,3.75,49.0,110.5,140.5,Male,2012,Volume_Striker,3,1492.3294563807324,0.51444095705788
2013-03-16,0,Nick Ring,Chris Camozzi,Middleweight,Southpaw,1979-02-10,S-DEC,900,3,5:00,74.0,72.0,43.0,0,0,0,0,1,225,0.0,0.0666666666666666,15.0,0.0,0.2,0.0,151.4,3.2,56.4,133.4,157.4,Male,2013,Volume_Striker,3,1492.3294563807324,0.5280318984091809
2013-12-06,0,Nick Ring,Caio Magalhaes,Middleweight,Southpaw,1979-02-10,U-DEC,900,3,5:00,74.0,72.0,43.0,0,1,0,171,6,104,0.0666666666666666,0.4,4.266666666666667,0.0,0.3333333333333333,0.0,154.66666666666666,3.6666666666666665,52.0,121.83333333333331,148.5,Male,2013,Volume_Striker,3,1492.3294563807324,0.46995888912184214
2011-02-26,1,Brian Ebersole,Chris Lytle,Welterweight,Southpaw,1980-11-27,U-DEC,900,3,5:00,73.0,72.0,41.0,1,1,0,454,8,104,0.0666666666666666,0.5333333333333333,4.066666666666666,1.0,1.0,0.0,454.0,8.0,32.0,61.0,104.0,Male,2011,Controller_Wrestler,1,1524.2626892492865,0.48101809636368253
2011-08-06,1,Brian Ebersole,Dennis Hallman,Welterweight,Southpaw,1980-11-27,KO/TKO,268,1,4:28,73.0,72.0,41.0,0,0,1,127,0,58,0.0,0.0,5.3731343283582085,0.5,0.5,0.5,290.5,4.0,25.5,42.5,81.0,Male,2011,Controller_Wrestler,2,1524.2626892492865,0.5153832125601919
2011-12-10,1,Brian Ebersole,Claude Patrick,Welterweight,Southpaw,1980-11-27,S-DEC,900,3,5:00,73.0,72.0,41.0,0,0,0,539,12,74,0.0,0.8,2.6,0.3333333333333333,0.3333333333333333,0.3333333333333333,373.3333333333333,6.666666666666667,24.666666666666668,41.333333333333336,78.66666666666667,Male,2011,Controller_Wrestler,3,1524.2626892492865,0.49998692201923095
2012-06-22,1,Brian Ebersole,TJ Waldburger,Welterweight,Southpaw,1980-11-27,U-DEC,900,3,5:00,73.0,72.0,41.0,0,0,0,495,5,118,0.0,0.3333333333333333,3.933333333333333,0.25,0.25,0.25,403.75,6.25,28.25,45.75,88.5,Male,2012,Controller_Wrestler,4,1524.2626892492865,0.5435399768211078
2012-07-21,0,Brian Ebersole,James Head,Welterweight,Southpaw,1980-11-27,S-DEC,900,3,5:00,73.0,72.0,41.0,0,0,0,174,15,104,0.0,1.0,5.866666666666666,0.2,0.2,0.2,357.8,8.0,29.6,54.2,91.6,Male,2012,Controller_Wrestler,4,1524.2626892492865,0.5578167088756394
2013-11-16,0,Brian Ebersole,Rick Story,Welterweight,Southpaw,1980-11-27,U-DEC,900,3,5:00,73.0,72.0,41.0,0,0,0,25,7,114,0.0,0.4666666666666667,7.6,0.1666666666666666,0.1666666666666666,0.1666666666666666,302.3333333333333,7.833333333333333,31.666666666666668,64.16666666666667,95.33333333333331,Male,2013,Controller_Wrestler,4,1524.2626892492865,0.4593233410561545
2014-09-27,1,Brian Ebersole,John Howard,Welterweight,Southpaw,1980-11-27,S-DEC,900,3,5:00,73.0,72.0,41.0,0,0,1,197,5,156,0.0,0.3333333333333333,6.266666666666667,0.1428571428571428,0.1428571428571428,0.2857142857142857,287.2857142857143,7.428571428571429,34.142857142857146,68.42857142857143,104.0,Male,2014,Controller_Wrestler,5,1524.2626892492865,0.5551844925370214
2015-06-06,0,Brian Ebersole,Omari Akhmedov,Welterweight,Southpaw,1980-11-27,KO/TKO,300,1,5:00,73.0,72.0,41.0,0,0,0,0,1,14,0.0,0.2,2.6,0.125,0.125,0.25,251.375,6.625,30.125,61.5,92.75,Male,2015,Controller_Wrestler,5,1524.2626892492865,0.47637588358901983
2011-03-03,0,Reuben Duran,Takeya Mizugaki,Bantamweight,Orthodox,1983-07-02,S-DEC,900,3,5:00,71.0,67.0,38.0,0,0,0,60,2,186,0.0,0.1333333333333333,9.533333333333331,0.0,0.0,0.0,60.0,2.0,67.0,143.0,186.0,Male,2011,Submission_Specialist,0,1467.6830594739483,0.441335633508009
2011-06-04,1,Reuben Duran,Francisco Rivera,Bantamweight,Orthodox,1983-07-02,SUB,717,3,1:57,71.0,67.0,38.0,0,2,0,415,5,132,0.1673640167364017,0.4184100418410042,5.94142259414226,0.0,1.0,0.0,237.5,3.5,54.5,107.0,159.0,Male,2011,Submission_Specialist,1,1467.6830594739483,0.5182725138740167
2012-12-15,0,Reuben Duran,Hugo Viana,Bantamweight,Orthodox,1983-07-02,KO/TKO,245,1,4:05,71.0,67.0,38.0,0,0,0,22,0,30,0.0,0.0,7.346938775510204,0.0,0.6666666666666666,0.0,165.66666666666666,2.333333333333333,39.0,81.33333333333333,116.0,Male,2012,Submission_Specialist,1,1467.6830594739483,0.45701570140359743
2013-03-16,0,Reuben Duran,George Roop,Bantamweight,Orthodox,1983-07-02,U-DEC,900,3,5:00,71.0,67.0,38.0,0,0,0,451,6,82,0.0,0.4,3.733333333333333,0.0,0.5,0.0,237.0,3.25,36.75,75.0,107.5,Male,2013,Submission_Specialist,1,1467.6830594739483,0.5074042124840844
2011-03-03,1,Takeya Mizugaki,Reuben Duran,Bantamweight,Orthodox,1983-12-16,S-DEC,900,3,5:00,69.0,67.0,38.0,0,0,0,254,4,133,0.0,0.2666666666666666,6.133333333333334,0.0,0.0,0.0,254.0,4.0,43.0,92.0,133.0,Male,2011,Volume_Striker,1,1508.635850514512,0.558664366491991
2011-07-02,0,Takeya Mizugaki,Brian Bowles,Bantamweight,Orthodox,1983-12-16,U-DEC,900,3,5:00,69.0,67.0,38.0,0,0,0,24,0,111,0.0,0.0,5.933333333333334,0.0,0.0,0.0,139.0,2.0,28.5,90.5,122.0,Male,2011,Volume_Striker,1,1508.635850514512,0.5210204547985542
2011-09-24,1,Takeya Mizugaki,Cole Escovedo,Bantamweight,Orthodox,1983-12-16,KO/TKO,570,2,4:30,69.0,67.0,38.0,2,0,0,155,1,146,0.0,0.1052631578947368,13.578947368421051,0.6666666666666666,0.0,0.0,144.33333333333334,1.6666666666666667,42.333333333333336,103.33333333333331,130.0,Male,2011,Volume_Striker,2,1508.635850514512,0.5749825620237113
2012-02-25,0,Takeya Mizugaki,Chris Cariaso,Bantamweight,Orthodox,1983-12-16,U-DEC,900,3,5:00,69.0,67.0,38.0,0,0,0,485,4,141,0.0,0.2666666666666666,5.866666666666666,0.5,0.0,0.0,229.5,2.25,38.75,99.5,132.75,Male,2012,Volume_Striker,2,1508.635850514512,0.5126025492737932
2012-11-10,1,Takeya Mizugaki,Jeff Hougland,Bantamweight,Orthodox,1983-12-16,U-DEC,900,3,5:00,69.0,67.0,38.0,0,0,0,664,4,164,0.0,0.2666666666666666,7.466666666666667,0.4,0.0,0.0,316.4,2.6,43.6,102.0,139.0,Male,2012,Volume_Striker,3,1508.635850514512,0.538241451724875
2013-03-02,1,Takeya Mizugaki,Bryan Caraway,Bantamweight,Orthodox,1983-12-16,S-DEC,900,3,5:00,69.0,67.0,38.0,0,0,0,12,1,168,0.0,0.0666666666666666,7.8,0.3333333333333333,0.0,0.0,265.6666666666667,2.333333333333333,47.5,104.5,143.83333333333334,Male,2013,Volume_Striker,4,1508.635850514512,0.4868568760555721
2013-08-28,1,Takeya Mizugaki,Erik Perez,Bantamweight,Orthodox,1983-12-16,S-DEC,900,3,5:00,69.0,67.0,38.0,0,1,0,160,5,126,0.0666666666666666,0.3333333333333333,7.066666666666666,0.2857142857142857,0.1428571428571428,0.0,250.57142857142856,2.7142857142857144,46.285714285714285,104.71428571428572,141.28571428571428,Male,2013,Volume_Striker,5,1508.635850514512,0.4252996579128869
2013-12-06,1,Takeya Mizugaki,Nam Phan,Bantamweight,Orthodox,1983-12-16,U-DEC,900,3,5:00,69.0,67.0,38.0,0,0,0,123,8,405,0.0,0.5333333333333333,26.8,0.25,0.125,0.0,234.625,3.375,59.5,141.875,174.25,Male,2013,Volume_Striker,6,1508.635850514512,0.5992755234567393
2014-05-24,1,Takeya Mizugaki,Francisco Rivera,Bantamweight,Orthodox,1983-12-16,U-DEC,900,3,5:00,69.0,67.0,38.0,1,0,0,492,3,179,0.0,0.2,9.0,0.3333333333333333,0.1111111111111111,0.0,263.22222222222223,3.333333333333333,56.77777777777778,141.11111111111111,174.77777777777777,Male,2014,Volume_Striker,7,1508.635850514512,0.576608400261445
2014-09-27,0,Takeya Mizugaki,Dominick Cruz,Bantamweight,Orthodox,1983-12-16,KO/TKO,61,1,1:01,69.0,67.0,38.0,0,0,0,0,0,11,0.0,0.0,9.836065573770492,0.3,0.1,0.0,236.9,3.0,51.3,128.0,158.4,Male,2014,Volume_Striker,7,1508.635850514512,0.4119252639114248
2015-04-18,0,Takeya Mizugaki,Aljamain Sterling,Bantamweight,Orthodox,1983-12-16,SUB,731,3,2:11,69.0,67.0,38.0,0,0,0,31,1,49,0.0,0.082079343365253,3.4473324213406293,0.2727272727272727,0.0909090909090909,0.0,218.1818181818182,2.8181818181818183,47.81818181818182,120.1818181818182,148.45454545454547,Male,2015,Volume_Striker,7,1508.635850514512,0.3427415381694483
2015-09-26,1,Takeya Mizugaki,George Roop,Bantamweight,Orthodox,1983-12-16,U-DEC,900,3,5:00,69.0,67.0,38.0,0,0,0,180,1,180,0.0,0.0666666666666666,10.666666666666666,0.25,0.0833333333333333,0.0,215.0,2.6666666666666665,49.66666666666666,123.5,151.08333333333334,Male,2015,Volume_Striker,8,1508.635850514512,0.5659539869748039
2016-08-20,0,Takeya Mizugaki,Cody Garbrandt,Bantamweight,Orthodox,1983-12-16,KO/TKO,48,1,0:48,69.0,67.0,38.0,0,0,0,0,0,11,0.0,0.0,11.25,0.2307692307692307,0.0769230769230769,0.0,198.46153846153845,2.4615384615384617,46.15384615384615,114.6923076923077,140.30769230769232,Male,2016,Volume_Striker,8,1508.635850514512,0.4822734415569153
2016-12-17,0,Takeya Mizugaki,Eddie Wineland,Bantamweight,Orthodox,1983-12-16,KO/TKO,184,1,3:04,69.0,67.0,38.0,0,0,0,0,0,40,0.0,0.0,13.043478260869565,0.2142857142857142,0.0714285714285714,0.0,184.28571428571428,2.2857142857142856,43.785714285714285,109.35714285714286,133.14285714285714,Male,2016,Volume_Striker,8,1508.635850514512,0.585749724515361
2011-03-03,1,Shane Roller,Thiago Tavares,Lightweight,Orthodox,1979-07-14,KO/TKO,388,2,1:28,72.0,70.0,42.0,1,0,0,12,1,106,0.0,0.1546391752577319,16.391752577319586,1.0,0.0,0.0,12.0,1.0,26.0,106.0,106.0,Male,2011,Controller_Wrestler,1,1471.073955328784,0.43495299093626405
2011-07-02,0,Shane Roller,Melvin Guillard,Lightweight,Orthodox,1979-07-14,KO/TKO,132,1,2:12,72.0,70.0,42.0,0,0,0,0,0,13,0.0,0.0,5.909090909090908,0.5,0.0,0.0,6.0,0.5,13.5,59.5,59.5,Male,2011,Controller_Wrestler,1,1471.073955328784,0.4651753252694493
2011-10-01,0,Shane Roller,TJ Grant,Lightweight,Orthodox,1979-07-14,SUB,732,3,2:12,72.0,70.0,42.0,0,2,2,165,3,61,0.1639344262295082,0.2459016393442623,4.918032786885246,0.3333333333333333,0.6666666666666666,0.6666666666666666,59.0,1.3333333333333333,12.333333333333334,59.66666666666666,60.0,Male,2011,Controller_Wrestler,1,1471.073955328784,0.3568900847027398
2012-01-28,0,Shane Roller,Michael Johnson,Lightweight,Orthodox,1979-07-14,U-DEC,900,3,5:00,72.0,70.0,42.0,0,0,0,233,12,110,0.0,0.8,6.133333333333334,0.25,0.5,0.5,102.5,4.0,23.25,67.75,72.5,Male,2012,Controller_Wrestler,1,1471.073955328784,0.49251643498974035
2012-07-07,1,Shane Roller,John Alessio,Lightweight,Orthodox,1979-07-14,U-DEC,900,3,5:00,72.0,70.0,42.0,0,0,0,479,7,128,0.0,0.4666666666666667,4.6,0.2,0.4,0.4,177.8,4.6,24.8,68.0,83.6,Male,2012,Controller_Wrestler,2,1471.073955328784,0.5440581074847661
2012-10-05,0,Shane Roller,Jacob Volkmann,Lightweight,Orthodox,1979-07-14,SUB,158,1,2:38,72.0,70.0,42.0,0,0,0,0,0,7,0.0,0.0,2.6582278481012658,0.1666666666666666,0.3333333333333333,0.3333333333333333,148.16666666666666,3.8333333333333335,20.666666666666668,57.833333333333336,70.83333333333333,Male,2012,Controller_Wrestler,2,1471.073955328784,0.4222592220668733
2011-03-03,1,Danny Castillo,Joe Stevenson,Lightweight,Orthodox,1979-08-25,U-DEC,900,3,5:00,71.0,69.0,42.0,0,0,0,313,11,132,0.0,0.7333333333333333,6.866666666666666,0.0,0.0,0.0,313.0,11.0,55.0,103.0,132.0,Male,2011,Controller_Wrestler,1,1482.5919244100526,0.5239217491031984
2011-08-14,0,Danny Castillo,Jacob Volkmann,Lightweight,Orthodox,1979-08-25,U-DEC,900,3,5:00,71.0,69.0,42.0,0,0,1,186,4,57,0.0,0.2666666666666666,2.0,0.0,0.0,0.5,249.5,7.5,38.5,66.5,94.5,Male,2011,Controller_Wrestler,1,1482.5919244100526,0.4385120230695167
