date,result,fighter,opponent,division,stance,dob,method,total_comp_time,round,time,reach,height,age,knockdowns_x,sub_attempts_x,reversals,control_x,takedowns_attempts,total_strikes_attempts_x,sub_attempts_per_min,takedowns_attempts_per_min,sig_strikes_attempts_per_min,avg_knockdowns,avg_sub_attempts,avg_reversals,avg_control,avg_takedowns_attempts,avg_sig_strikes_landed,avg_sig_strikes_attempts,avg_total_strikes_attempts,gender,year,fighter_type
2009-12-05,0,Joe Brammer,Mark Bocek,Lightweight,Orthodox,1983-08-23,SUB,216,1,3:36,68.0,68.0,38.0,0,0,0,5,0,21,0.0,0.0,5.277777777777778,0.0,0.0,0.0,5.0,0.0,3.0,19.0,21.0,Male,2009,Controller_Wrestler
2010-05-29,0,Joe Brammer,Aaron Riley,Lightweight,Orthodox,1983-08-23,U-DEC,900,3,5:00,68.0,68.0,38.0,0,0,0,33,2,122,0.0,0.1333333333333333,7.133333333333334,0.0,0.0,0.0,19.0,1.0,20.0,63.0,71.5,Male,2010,Controller_Wrestler
2009-12-05,0,Dennis Hallman,John Howard,Welterweight,Orthodox,1975-12-02,KO/TKO,895,3,4:55,72.0,69.0,46.0,0,2,2,550,4,70,0.1340782122905028,0.2681564245810056,1.6089385474860336,0.0,2.0,0.4,166.2,4.6,7.2,21.4,42.4,Male,2009,Submission_Specialist
2010-08-07,1,Dennis Hallman,Ben Saunders,Welterweight,Orthodox,1975-12-02,U-DEC,900,3,5:00,72.0,69.0,46.0,0,0,0,709,6,132,0.0,0.4,3.6666666666666665,0.0,1.6666666666666667,0.3333333333333333,256.6666666666667,4.833333333333333,10.666666666666666,27.0,57.333333333333336,Male,2010,Submission_Specialist
2010-11-20,1,Dennis Hallman,Karo Parisyan,Welterweight,Orthodox,1975-12-02,KO/TKO,107,1,1:47,72.0,69.0,46.0,1,0,0,5,0,22,0.0,0.0,7.850467289719626,0.1428571428571428,1.4285714285714286,0.2857142857142857,220.7142857142857,4.142857142857143,10.571428571428571,25.142857142857142,52.285714285714285,Male,2010,Submission_Specialist
2011-08-06,0,Dennis Hallman,Brian Ebersole,Welterweight,Orthodox,1975-12-02,KO/TKO,268,1,4:28,72.0,69.0,46.0,0,1,0,136,1,4,0.2238805970149253,0.2238805970149253,0.2238805970149253,0.125,1.375,0.25,210.125,3.75,9.25,22.125,46.25,Male,2011,Submission_Specialist
2011-12-10,1,Dennis Hallman,John Makdessi,Welterweight,Orthodox,1975-12-02,SUB,178,1,2:58,72.0,69.0,46.0,0,1,0,166,3,54,0.3370786516853932,1.0112359550561798,10.786516853932584,0.1111111111111111,1.3333333333333333,0.2222222222222222,205.22222222222223,3.6666666666666665,10.444444444444445,23.22222222222222,47.11111111111112,Male,2011,Submission_Specialist
2009-12-05,0,Rodney Wallace,Brian Stann,Light Heavyweight,Switch,1981-11-21,U-DEC,900,3,5:00,72.0,69.0,40.0,0,2,0,359,15,62,0.1333333333333333,1.0,2.333333333333333,0.0,2.0,0.0,359.0,15.0,15.0,35.0,62.0,Male,2009,Submission_Specialist
2010-03-27,0,Rodney Wallace,Jared Hamman,Light Heavyweight,Switch,1981-11-21,U-DEC,900,3,5:00,72.0,69.0,40.0,0,1,1,318,13,84,0.0666666666666666,0.8666666666666667,4.4,0.0,1.5,0.5,338.5,14.0,24.5,50.5,73.0,Male,2010,Submission_Specialist
2010-08-07,0,Rodney Wallace,Phil Davis,Light Heavyweight,Switch,1981-11-21,U-DEC,900,3,5:00,72.0,69.0,40.0,0,0,0,0,5,12,0.0,0.3333333333333333,0.6,0.0,1.0,0.3333333333333333,225.66666666666663,11.0,17.0,36.66666666666666,52.66666666666666,Male,2010,Submission_Specialist
2009-12-05,0,Justin Wren,Jon Madsen,Heavyweight,Orthodox,1987-04-27,S-DEC,900,3,5:00,74.0,74.0,35.0,0,0,0,16,1,159,0.0,0.0666666666666666,10.6,0.0,0.0,0.0,16.0,1.0,17.0,159.0,159.0,Male,2009,Volume_Striker
2009-12-05,1,Jon Madsen,Justin Wren,Heavyweight,Orthodox,1980-02-12,S-DEC,900,3,5:00,72.0,72.0,42.0,0,0,0,0,1,100,0.0,0.0666666666666666,6.666666666666667,0.0,0.0,0.0,0.0,1.0,26.0,100.0,100.0,Male,2009,Volume_Striker
2010-04-10,1,Jon Madsen,Mostapha Al-Turk,Heavyweight,Orthodox,1980-02-12,U-DEC,900,3,5:00,72.0,72.0,42.0,0,0,0,6,1,97,0.0,0.0666666666666666,6.466666666666667,0.0,0.0,0.0,3.0,1.0,29.0,98.5,98.5,Male,2010,Volume_Striker
2010-07-03,1,Jon Madsen,Karlos Vemola,Heavyweight,Orthodox,1980-02-12,U-DEC,900,3,5:00,72.0,72.0,42.0,0,0,0,589,4,140,0.0,0.2666666666666666,3.533333333333333,0.0,0.0,0.0,198.33333333333331,2.0,31.666666666666668,83.33333333333333,112.33333333333331,Male,2010,Volume_Striker
2010-10-23,1,Jon Madsen,Gilbert Yvel,Heavyweight,Orthodox,1980-02-12,KO/TKO,108,1,1:48,72.0,72.0,42.0,0,0,0,42,1,35,0.0,0.5555555555555556,17.22222222222222,0.0,0.0,0.0,159.25,1.75,28.25,70.25,93.0,Male,2010,Volume_Striker
2011-03-26,0,Jon Madsen,Mike Russow,Heavyweight,Orthodox,1980-02-12,KO/TKO,600,2,5:00,72.0,72.0,42.0,0,0,0,0,0,65,0.0,0.0,6.0,0.0,0.0,0.0,127.4,1.4,28.0,68.2,87.4,Male,2011,Volume_Striker
2009-12-05,0,Darrill Schoonover,James McSweeney,Heavyweight,Orthodox,1985-07-18,KO/TKO,800,3,3:20,74.0,74.0,36.0,0,1,1,126,3,59,0.075,0.2249999999999999,3.6,0.0,1.0,1.0,126.0,3.0,16.0,48.0,59.0,Male,2009,Submission_Specialist
2009-12-05,1,James McSweeney,Darrill Schoonover,Heavyweight,Switch,1980-10-24,KO/TKO,800,3,3:20,77.0,76.0,41.0,0,2,2,438,2,140,0.15,0.15,7.125,0.0,2.0,2.0,438.0,2.0,58.0,95.0,140.0,Male,2009,Volume_Striker
2010-06-19,0,James McSweeney,Travis Browne,Heavyweight,Switch,1980-10-24,KO/TKO,272,1,4:32,77.0,76.0,41.0,0,0,0,0,0,12,0.0,0.0,2.4264705882352944,0.0,1.0,1.0,219.0,1.0,32.0,53.0,76.0,Male,2010,Volume_Striker
2010-10-16,0,James McSweeney,Fabio Maldonado,Heavyweight,Switch,1980-10-24,KO/TKO,648,3,0:48,77.0,76.0,41.0,0,0,0,71,1,111,0.0,0.0925925925925925,9.166666666666666,0.0,0.6666666666666666,0.6666666666666666,169.66666666666666,1.0,37.66666666666666,68.33333333333333,87.66666666666667,Male,2010,Volume_Striker
2009-12-05,0,Marcus Jones,Matt Mitrione,Heavyweight,Orthodox,1973-08-15,KO/TKO,310,2,0:10,78.0,78.0,48.0,0,1,0,161,4,19,0.1935483870967742,0.7741935483870968,3.6774193548387095,0.0,1.0,0.0,161.0,4.0,10.0,19.0,19.0,Male,2009,Submission_Specialist
2009-12-05,1,Matt Mitrione,Marcus Jones,Heavyweight,Switch,1978-07-15,KO/TKO,310,2,0:10,82.0,75.0,43.0,1,0,0,63,0,37,0.0,0.0,6.580645161290322,1.0,0.0,0.0,63.0,0.0,14.0,34.0,37.0,Male,2009,Submission_Specialist
2010-05-08,1,Matt Mitrione,Kevin Ferguson,Heavyweight,Switch,1978-07-15,KO/TKO,564,2,4:24,82.0,75.0,43.0,0,4,0,197,0,75,0.425531914893617,0.0,5.957446808510638,0.5,2.0,0.0,130.0,0.0,29.0,45.0,56.0,Male,2010,Submission_Specialist
2010-09-25,1,Matt Mitrione,Joey Beltran,Heavyweight,Switch,1978-07-15,U-DEC,900,3,5:00,82.0,75.0,43.0,0,0,0,0,0,165,0.0,0.0,10.133333333333333,0.3333333333333333,1.3333333333333333,0.0,86.66666666666667,0.0,44.66666666666666,80.66666666666667,92.33333333333331,Male,2010,Submission_Specialist
2011-01-22,1,Matt Mitrione,Tim Hague,Heavyweight,Switch,1978-07-15,KO/TKO,179,1,2:59,82.0,75.0,43.0,2,0,0,14,0,28,0.0,0.0,9.05027932960894,0.75,1.0,0.0,68.5,0.0,37.5,67.25,76.25,Male,2011,Submission_Specialist
2011-06-26,1,Matt Mitrione,Christian Morecraft,Heavyweight,Switch,1978-07-15,KO/TKO,568,2,4:28,82.0,75.0,43.0,3,0,0,53,0,88,0.0,0.0,8.450704225352112,1.2,0.8,0.0,65.4,0.0,37.4,69.8,78.6,Male,2011,Submission_Specialist
2011-10-29,0,Matt Mitrione,Cheick Kongo,Heavyweight,Switch,1978-07-15,U-DEC,900,3,5:00,82.0,75.0,43.0,0,0,0,2,0,58,0.0,0.0,3.6666666666666665,1.0,0.6666666666666666,0.0,54.833333333333336,0.0,34.666666666666664,67.33333333333333,75.16666666666667,Male,2011,Submission_Specialist
2012-12-15,0,Matt Mitrione,Roy Nelson,Heavyweight,Switch,1978-07-15,KO/TKO,178,1,2:58,82.0,75.0,43.0,0,0,0,20,0,28,0.0,0.0,9.438202247191011,0.8571428571428571,0.5714285714285714,0.0,49.85714285714285,0.0,31.571428571428573,61.71428571428572,68.42857142857143,Male,2012,Submission_Specialist
2013-04-06,1,Matt Mitrione,Philip De Fries,Heavyweight,Switch,1978-07-15,KO/TKO,19,1,0:19,82.0,75.0,43.0,0,0,0,3,0,9,0.0,0.0,28.42105263157895,0.75,0.5,0.0,44.0,0.0,28.5,55.125,61.0,Male,2013,Submission_Specialist
2013-09-21,0,Matt Mitrione,Brendan Schaub,Heavyweight,Switch,1978-07-15,SUB,246,1,4:06,82.0,75.0,43.0,0,0,0,0,0,11,0.0,0.0,2.682926829268293,0.6666666666666666,0.4444444444444444,0.0,39.11111111111112,0.0,26.11111111111111,50.22222222222222,55.44444444444444,Male,2013,Submission_Specialist
2014-03-01,1,Matt Mitrione,Shawn Jordan,Heavyweight,Switch,1978-07-15,KO/TKO,299,1,4:59,82.0,75.0,43.0,1,0,0,21,0,65,0.0,0.0,12.441471571906357,0.7,0.4,0.0,37.3,0.0,25.9,51.4,56.4,Male,2014,Submission_Specialist
2014-09-05,1,Matt Mitrione,Derrick Lewis,Heavyweight,Switch,1978-07-15,KO/TKO,41,1,0:41,82.0,75.0,43.0,0,0,0,7,0,13,0.0,0.0,16.097560975609756,0.6363636363636364,0.3636363636363636,0.0,34.54545454545455,0.0,24.181818181818183,47.72727272727273,52.45454545454545,Male,2014,Submission_Specialist
2014-12-13,1,Matt Mitrione,Gabriel Gonzaga,Heavyweight,Switch,1978-07-15,KO/TKO,119,1,1:59,82.0,75.0,43.0,1,0,0,7,0,19,0.0,0.0,9.07563025210084,0.6666666666666666,0.3333333333333333,0.0,32.25,0.0,23.166666666666668,45.25,49.66666666666666,Male,2014,Submission_Specialist
2015-06-06,0,Matt Mitrione,Ben Rothwell,Heavyweight,Switch,1978-07-15,SUB,114,1,1:54,82.0,75.0,43.0,0,0,0,0,1,21,0.0,0.5263157894736842,11.052631578947368,0.6153846153846154,0.3076923076923077,0.0,29.76923076923077,0.0769230769230769,22.0,43.38461538461539,47.46153846153846,Male,2015,Submission_Specialist
2016-01-17,0,Matt Mitrione,Travis Browne,Heavyweight,Switch,1978-07-15,KO/TKO,849,3,4:09,82.0,75.0,43.0,1,0,0,0,1,62,0.0,0.0706713780918728,4.31095406360424,0.6428571428571429,0.2857142857142857,0.0,27.642857142857142,0.1428571428571428,22.357142857142858,44.642857142857146,48.5,Male,2016,Submission_Specialist
2009-12-05,1,Kevin Ferguson,Houston Alexander,Catch Weight,Orthodox,1974-02-08,U-DEC,900,3,5:00,77.0,74.0,48.0,0,1,0,199,4,76,0.0666666666666666,0.2666666666666666,4.4,0.0,1.0,0.0,199.0,4.0,27.0,66.0,76.0,Male,2009,Submission_Specialist
2010-05-08,0,Kevin Ferguson,Matt Mitrione,Catch Weight,Orthodox,1974-02-08,KO/TKO,564,2,4:24,77.0,74.0,48.0,0,0,0,212,5,30,0.0,0.5319148936170213,2.234042553191489,0.0,0.5,0.0,205.5,4.5,16.0,43.5,53.0,Male,2010,Submission_Specialist
2009-12-05,0,Brendan Schaub,Roy Nelson,Heavyweight,Orthodox,1983-03-18,KO/TKO,225,1,3:45,78.0,76.0,39.0,0,0,0,0,0,50,0.0,0.0,12.8,0.0,0.0,0.0,0.0,0.0,12.0,48.0,50.0,Male,2009,Controller_Wrestler
2010-03-21,1,Brendan Schaub,Chase Gormley,Heavyweight,Orthodox,1983-03-18,KO/TKO,47,1,0:47,78.0,76.0,39.0,1,0,0,3,0,41,0.0,0.0,45.95744680851064,0.5,0.0,0.0,1.5,0.0,18.5,42.0,45.5,Male,2010,Controller_Wrestler
2010-07-03,1,Brendan Schaub,Chris Tuchscherer,Heavyweight,Orthodox,1983-03-18,KO/TKO,67,1,1:07,78.0,76.0,39.0,1,0,0,7,0,17,0.0,0.0,10.746268656716415,0.6666666666666666,0.0,0.0,3.333333333333333,0.0,15.666666666666666,32.0,36.0,Male,2010,Controller_Wrestler
2010-10-23,1,Brendan Schaub,Gabriel Gonzaga,Heavyweight,Orthodox,1983-03-18,U-DEC,900,3,5:00,78.0,76.0,39.0,1,0,0,7,1,199,0.0,0.0666666666666666,13.266666666666667,0.75,0.0,0.0,4.25,0.25,25.0,73.75,76.75,Male,2010,Controller_Wrestler
2011-03-19,1,Brendan Schaub,Mirko Filipovic,Heavyweight,Orthodox,1983-03-18,KO/TKO,824,3,3:44,78.0,76.0,39.0,1,0,0,417,8,156,0.0,0.5825242718446603,6.04368932038835,0.8,0.0,0.0,86.8,1.8,28.0,75.6,92.6,Male,2011,Controller_Wrestler
2011-08-27,0,Brendan Schaub,Antonio Rodrigo Nogueira,Heavyweight,Orthodox,1983-03-18,KO/TKO,189,1,3:09,78.0,76.0,39.0,0,0,0,20,0,46,0.0,0.0,14.285714285714286,0.6666666666666666,0.0,0.0,75.66666666666667,1.5,25.166666666666668,70.5,84.83333333333333,Male,2011,Controller_Wrestler
2012-04-21,0,Brendan Schaub,Ben Rothwell,Heavyweight,Orthodox,1983-03-18,KO/TKO,70,1,1:10,78.0,76.0,39.0,0,0,0,8,0,17,0.0,0.0,14.571428571428571,0.5714285714285714,0.0,0.0,66.0,1.2857142857142858,22.857142857142858,62.85714285714285,75.14285714285714,Male,2012,Controller_Wrestler
2013-02-23,1,Brendan Schaub,Lavar Johnson,Heavyweight,Orthodox,1983-03-18,U-DEC,900,3,5:00,78.0,76.0,39.0,0,1,1,722,8,108,0.0666666666666666,0.5333333333333333,2.066666666666667,0.5,0.125,0.125,148.0,2.125,22.25,58.875,79.25,Male,2013,Controller_Wrestler
2013-09-21,1,Brendan Schaub,Matt Mitrione,Heavyweight,Orthodox,1983-03-18,SUB,246,1,4:06,78.0,76.0,39.0,0,1,0,53,1,31,0.2439024390243902,0.2439024390243902,7.317073170731708,0.4444444444444444,0.2222222222222222,0.1111111111111111,137.44444444444446,2.0,21.33333333333333,55.66666666666666,73.88888888888889,Male,2013,Controller_Wrestler
2014-06-14,0,Brendan Schaub,Andrei Arlovski,Heavyweight,Orthodox,1983-03-18,S-DEC,900,3,5:00,78.0,76.0,39.0,0,0,0,192,5,136,0.0,0.3333333333333333,5.866666666666666,0.4,0.2,0.1,142.9,2.3,22.2,58.9,80.1,Male,2014,Controller_Wrestler
2014-12-06,0,Brendan Schaub,Travis Browne,Heavyweight,Orthodox,1983-03-18,KO/TKO,290,1,4:50,78.0,76.0,39.0,0,0,0,49,3,14,0.0,0.6206896551724138,2.689655172413793,0.3636363636363636,0.1818181818181818,0.0909090909090909,134.36363636363637,2.363636363636364,20.63636363636364,54.72727272727273,74.0909090909091,Male,2014,Controller_Wrestler
2009-12-05,1,Roy Nelson,Brendan Schaub,Heavyweight,Orthodox,1976-06-20,KO/TKO,225,1,3:45,73.0,72.0,46.0,1,0,0,82,2,36,0.0,0.5333333333333333,9.333333333333334,1.0,0.0,0.0,82.0,2.0,8.0,35.0,36.0,Male,2009,Controller_Wrestler
2010-03-31,1,Roy Nelson,Stefan Struve,Heavyweight,Orthodox,1976-06-20,KO/TKO,39,1,0:39,73.0,72.0,46.0,1,0,0,8,0,15,0.0,0.0,23.07692307692308,1.0,0.0,0.0,45.0,1.0,8.5,25.0,25.5,Male,2010,Controller_Wrestler
2010-08-07,0,Roy Nelson,Junior Dos Santos,Heavyweight,Orthodox,1976-06-20,U-DEC,900,3,5:00,73.0,72.0,46.0,0,0,0,90,7,101,0.0,0.4666666666666667,6.733333333333333,0.6666666666666666,0.0,0.0,60.0,3.0,19.0,50.333333333333336,50.66666666666666,Male,2010,Controller_Wrestler
2011-05-28,0,Roy Nelson,Frank Mir,Heavyweight,Orthodox,1976-06-20,U-DEC,900,3,5:00,73.0,72.0,46.0,0,0,0,240,1,77,0.0,0.0666666666666666,3.4,0.5,0.0,0.0,105.0,2.5,19.5,50.5,57.25,Male,2011,Controller_Wrestler
2011-10-29,1,Roy Nelson,Mirko Filipovic,Heavyweight,Orthodox,1976-06-20,KO/TKO,690,3,1:30,73.0,72.0,46.0,0,0,0,255,2,116,0.0,0.1739130434782608,6.521739130434782,0.4,0.0,0.0,135.0,2.4,22.0,55.4,69.0,Male,2011,Controller_Wrestler
2012-02-04,0,Roy Nelson,Fabricio Werdum,Heavyweight,Orthodox,1976-06-20,U-DEC,900,3,5:00,73.0,72.0,46.0,0,1,0,164,0,99,0.0666666666666666,0.0,4.6,0.3333333333333333,0.1666666666666666,0.0,139.83333333333334,2.0,22.666666666666668,57.66666666666666,74.0,Male,2012,Controller_Wrestler
2012-05-26,1,Roy Nelson,Dave Herman,Heavyweight,Orthodox,1976-06-20,KO/TKO,51,1,0:51,73.0,72.0,46.0,1,0,0,2,0,5,0.0,0.0,4.705882352941177,0.4285714285714285,0.1428571428571428,0.0,120.14285714285714,1.7142857142857142,19.714285714285715,50.0,64.14285714285714,Male,2012,Controller_Wrestler
2012-12-15,1,Roy Nelson,Matt Mitrione,Heavyweight,Orthodox,1976-06-20,KO/TKO,178,1,2:58,73.0,72.0,46.0,1,0,0,48,1,53,0.0,0.3370786516853932,17.865168539325843,0.5,0.125,0.0,111.125,1.625,20.125,50.375,62.75,Male,2012,Controller_Wrestler
2013-04-27,1,Roy Nelson,Cheick Kongo,Heavyweight,Orthodox,1976-06-20,KO/TKO,123,1,2:03,73.0,72.0,46.0,1,0,0,71,0,6,0.0,0.0,2.439024390243903,0.5555555555555556,0.1111111111111111,0.0,106.66666666666669,1.4444444444444444,18.11111111111111,45.333333333333336,56.44444444444444,Male,2013,Controller_Wrestler
2013-06-15,0,Roy Nelson,Stipe Miocic,Heavyweight,Orthodox,1976-06-20,U-DEC,900,3,5:00,73.0,72.0,46.0,0,0,0,21,1,130,0.0,0.0666666666666666,8.466666666666667,0.5,0.1,0.0,98.1,1.4,18.6,53.5,63.8,Male,2013,Controller_Wrestler
2013-10-19,0,Roy Nelson,Daniel Cormier,Heavyweight,Orthodox,1976-06-20,U-DEC,900,3,5:00,73.0,72.0,46.0,0,0,0,1,0,91,0.0,0.0,5.466666666666667,0.4545454545454545,0.0909090909090909,0.0,89.27272727272727,1.2727272727272727,18.454545454545453,56.09090909090909,66.27272727272727,Male,2013,Controller_Wrestler
2014-04-11,1,Roy Nelson,Antonio Rodrigo Nogueira,Heavyweight,Orthodox,1976-06-20,KO/TKO,217,1,3:37,73.0,72.0,46.0,2,0,0,10,0,36,0.0,0.0,9.67741935483871,0.5833333333333334,0.0833333333333333,0.0,82.66666666666667,1.1666666666666667,18.5,54.333333333333336,63.75,Male,2014,Controller_Wrestler
2014-09-20,0,Roy Nelson,Mark Hunt,Heavyweight,Orthodox,1976-06-20,KO/TKO,480,2,3:00,73.0,72.0,46.0,0,0,0,19,6,60,0.0,0.75,7.5,0.5384615384615384,0.0769230769230769,0.0,77.76923076923077,1.5384615384615383,18.615384615384617,54.76923076923077,63.46153846153846,Male,2014,Controller_Wrestler
2015-03-14,0,Roy Nelson,Alistair Overeem,Heavyweight,Orthodox,1976-06-20,U-DEC,900,3,5:00,73.0,72.0,46.0,1,0,0,34,4,77,0.0,0.2666666666666666,5.133333333333334,0.5714285714285714,0.0714285714285714,0.0,74.64285714285714,1.7142857142857142,18.928571428571427,56.35714285714285,64.42857142857143,Male,2015,Controller_Wrestler
2015-09-26,0,Roy Nelson,Josh Barnett,Heavyweight,Orthodox,1976-06-20,U-DEC,1500,5,5:00,73.0,72.0,46.0,0,0,0,472,10,149,0.0,0.4,4.56,0.5333333333333333,0.0666666666666666,0.0,101.13333333333334,2.2666666666666666,21.666666666666668,60.2,70.06666666666666,Male,2015,Controller_Wrestler
2016-02-06,1,Roy Nelson,Jared Rosholt,Heavyweight,Orthodox,1976-06-20,U-DEC,900,3,5:00,73.0,72.0,46.0,0,0,0,0,1,121,0.0,0.0666666666666666,8.066666666666666,0.5,0.0625,0.0,94.8125,2.1875,22.9375,64.0,73.25,Male,2016,Controller_Wrestler
2016-07-07,0,Roy Nelson,Derrick Lewis,Heavyweight,Orthodox,1976-06-20,S-DEC,900,3,5:00,73.0,72.0,46.0,0,0,0,581,10,89,0.0,0.6666666666666666,1.2666666666666666,0.4705882352941176,0.0588235294117647,0.0,123.41176470588236,2.647058823529412,21.823529411764707,61.35294117647059,74.17647058823529,Male,2016,Controller_Wrestler
2016-09-24,1,Roy Nelson,Antonio Silva,Heavyweight,Orthodox,1976-06-20,KO/TKO,550,2,4:10,73.0,72.0,46.0,1,0,0,92,1,68,0.0,0.1090909090909091,7.2,0.5,0.0555555555555555,0.0,121.66666666666669,2.555555555555556,22.61111111111111,61.61111111111112,73.83333333333333,Male,2016,Controller_Wrestler
2017-04-15,0,Roy Nelson,Alexander Volkov,Heavyweight,Orthodox,1976-06-20,U-DEC,900,3,5:00,73.0,72.0,46.0,0,0,0,272,8,75,0.0,0.5333333333333333,4.466666666666667,0.4736842105263157,0.0526315789473684,0.0,129.57894736842104,2.8421052631578947,23.105263157894736,61.89473684210526,73.89473684210526,Male,2017,Controller_Wrestler
2009-12-12,0,Lucio Linhares,Rousimar Palhares,Middleweight,Orthodox,1973-12-08,SUB,501,2,3:21,74.0,74.0,48.0,0,2,0,111,2,51,0.2395209580838323,0.2395209580838323,3.2335329341317367,0.0,2.0,0.0,111.0,2.0,8.0,27.0,51.0,Male,2009,Submission_Specialist
2010-03-31,0,Lucio Linhares,Yushin Okami,Middleweight,Orthodox,1973-12-08,KO/TKO,467,2,2:47,74.0,74.0,48.0,0,0,0,0,2,45,0.0,0.2569593147751606,5.653104925053533,0.0,1.0,0.0,55.5,2.0,8.0,35.5,48.0,Male,2010,Submission_Specialist
2009-12-12,0,Ricardo Funch,Johny Hendricks,Welterweight,Southpaw,1980-08-14,U-DEC,900,3,5:00,74.0,70.0,41.0,0,0,0,130,6,39,0.0,0.4,1.7333333333333334,0.0,0.0,0.0,130.0,6.0,16.0,26.0,39.0,Male,2009,Controller_Wrestler
2010-06-12,0,Ricardo Funch,Claude Patrick,Welterweight,Southpaw,1980-08-14,SUB,408,2,1:48,74.0,70.0,41.0,0,0,0,99,2,20,0.0,0.2941176470588235,0.7352941176470589,0.0,0.0,0.0,114.5,4.0,10.5,15.5,29.5,Male,2010,Controller_Wrestler
2012-01-14,0,Ricardo Funch,Mike Pyle,Welterweight,Southpaw,1980-08-14,KO/TKO,82,1,1:22,74.0,70.0,41.0,0,0,0,0,0,10,0.0,0.0,5.853658536585366,0.0,0.0,0.0,76.33333333333333,2.6666666666666665,7.666666666666667,13.0,23.0,Male,2012,Controller_Wrestler
2012-06-22,0,Ricardo Funch,Dan Miller,Welterweight,Southpaw,1980-08-14,SUB,792,3,3:12,74.0,70.0,41.0,0,0,0,411,8,127,0.0,0.6060606060606061,8.106060606060607,0.0,0.0,0.0,160.0,4.0,23.75,36.5,49.0,Male,2012,Controller_Wrestler
2010-01-02,0,John Gunderson,Rafaello Oliveira,Lightweight,Orthodox,1979-01-05,U-DEC,900,3,5:00,69.0,69.0,43.0,0,4,0,22,1,50,0.2666666666666666,0.0666666666666666,2.0,0.0,4.0,0.0,22.0,1.0,1.0,30.0,50.0,Male,2010,Submission_Specialist
2010-06-19,1,John Gunderson,Mark Holst,Lightweight,Orthodox,1979-01-05,U-DEC,900,3,5:00,69.0,69.0,43.0,0,0,0,750,8,117,0.0,0.5333333333333333,3.933333333333333,0.0,2.0,0.0,386.0,4.5,16.0,44.5,83.5,Male,2010,Submission_Specialist
2010-09-15,0,John Gunderson,Yves Edwards,Lightweight,Orthodox,1979-01-05,U-DEC,900,3,5:00,69.0,69.0,43.0,0,2,0,49,6,91,0.1333333333333333,0.4,5.466666666666667,0.0,2.0,0.0,273.6666666666667,5.0,15.666666666666666,57.0,86.0,Male,2010,Submission_Specialist
2010-01-02,0,Gilbert Yvel,Junior Dos Santos,Heavyweight,Orthodox,1976-06-30,KO/TKO,127,1,2:07,77.0,74.0,45.0,0,0,0,0,0,18,0.0,0.0,8.503937007874015,0.0,0.0,0.0,0.0,0.0,3.0,18.0,18.0,Male,2010,Submission_Specialist
2010-06-12,0,Gilbert Yvel,Ben Rothwell,Heavyweight,Orthodox,1976-06-30,U-DEC,900,3,5:00,77.0,74.0,45.0,0,2,3,96,1,102,0.1333333333333333,0.0666666666666666,4.066666666666666,0.0,1.0,1.5,48.0,0.5,18.0,39.5,60.0,Male,2010,Submission_Specialist
2010-10-23,0,Gilbert Yvel,Jon Madsen,Heavyweight,Orthodox,1976-06-30,KO/TKO,108,1,1:48,77.0,74.0,45.0,0,0,0,0,0,2,0.0,0.0,1.1111111111111112,0.0,0.6666666666666666,1.0,32.0,0.3333333333333333,12.0,27.0,40.66666666666666,Male,2010,Submission_Specialist
2010-01-11,0,John Salter,Gerald Harris,Middleweight,Southpaw,1985-03-21,KO/TKO,804,3,3:24,74.0,73.0,37.0,0,0,0,88,4,98,0.0,0.2985074626865671,5.3731343283582085,0.0,0.0,0.0,88.0,4.0,7.0,72.0,98.0,Male,2010,Controller_Wrestler
2010-05-08,1,John Salter,Jason MacDonald,Middleweight,Southpaw,1985-03-21,KO/TKO,162,1,2:42,74.0,73.0,37.0,0,0,0,72,3,9,0.0,1.111111111111111,2.592592592592593,0.0,0.0,0.0,80.0,3.5,5.0,39.5,53.5,Male,2010,Controller_Wrestler
2010-08-28,0,John Salter,Dan Miller,Middleweight,Southpaw,1985-03-21,SUB,413,2,1:53,74.0,73.0,37.0,0,0,0,99,3,62,0.0,0.4358353510895884,7.554479418886198,0.0,0.0,0.0,86.33333333333333,3.333333333333333,10.333333333333334,43.66666666666666,56.333333333333336,Male,2010,Controller_Wrestler
2010-01-11,1,Gerald Harris,John Salter,Middleweight,Southpaw,1979-11-19,KO/TKO,804,3,3:24,77.0,71.0,42.0,0,0,1,132,2,96,0.0,0.1492537313432835,6.044776119402985,0.0,0.0,1.0,132.0,2.0,21.0,81.0,96.0,Male,2010,Knockout_Artist
2010-03-31,1,Gerald Harris,Mario Miranda,Middleweight,Southpaw,1979-11-19,KO/TKO,289,1,4:49,77.0,71.0,42.0,2,0,0,7,0,37,0.0,0.0,7.68166089965398,1.0,0.0,0.5,69.5,1.0,19.0,59.0,66.5,Male,2010,Knockout_Artist
2010-07-03,1,Gerald Harris,David Branch,Middleweight,Southpaw,1979-11-19,KO/TKO,755,3,2:35,77.0,71.0,42.0,0,0,0,288,5,39,0.0,0.3973509933774834,2.9403973509933774,0.6666666666666666,0.0,0.3333333333333333,142.33333333333334,2.333333333333333,16.0,51.66666666666666,57.333333333333336,Male,2010,Knockout_Artist
